Feature,Category / Metric,Overall Sample,Target (Y) Subgroup,Statistics
num__fe_영업이익_매출,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.26, $p$<0.001"
num__EBITDA대매출액,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.24, $p$<0.001"
num__총자본순이익율,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.20, $p$<0.001"
num__자기자본순이익율,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.19, $p$<0.001"
num__EBITDA대매출액__lag1,Mean ± SD,0.01 ± 0.99,-,"$r$=-0.16, $p$<0.001"
num__EBITDA대매출액__diff1,Mean ± SD,-0.02 ± 0.51,-,"$r$=-0.14, $p$<0.001"
num__매출액순이익율,Mean ± SD,-0.00 ± 0.99,-,"$r$=-0.13, $p$<0.001"
num__매출액총이익율,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.12, $p$<0.001"
num__fe_판관비율__diff1,Mean ± SD,0.01 ± 0.23,-,"$r$=0.09, $p$<0.001"
num__fe_부채_자산,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.09, $p$<0.001"
num__부채비율,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.09, $p$<0.001"
num__fe_영업현금흐름_자산,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.09, $p$<0.001"
missing__missingindicator_유형자산계_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_법인세비용차감전계속영업이익손실_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_법인세비용차감전계속영업이익손실_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_영업이익손실_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_영업이익손실_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_판매비와관리비_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_판매비와관리비_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_현금및현금성자산_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_현금및현금성자산_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_영업활동으로인한현금흐름_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_영업활동으로인한현금흐름_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_자산총계_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_자산총계_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_비유동자산계_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_비유동자산계_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_부채총계_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_부채총계_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_유동부채계_연결,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_유동부채계_연결,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_fe_부채_자산,0.0,"5,354 (97.35%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_부채_자산,1.0,146 (2.65%),0.00 ± 0.07,
missing__missingindicator_유무형리스자산의증가_연결,0.0,"5,353 (97.33%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_유무형리스자산의증가_연결,1.0,147 (2.67%),0.00 ± 0.07,
missing__missingindicator_수익_연결,0.0,"5,353 (97.33%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_수익_연결,1.0,147 (2.67%),0.00 ± 0.07,
missing__missingindicator_fe_signed_log1p_수익_연결,0.0,"5,353 (97.33%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_signed_log1p_수익_연결,1.0,147 (2.67%),0.00 ± 0.07,
missing__missingindicator_fe_시장지배력,0.0,"5,353 (97.33%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_시장지배력,1.0,147 (2.67%),0.00 ± 0.07,
missing__missingindicator_총수익_연결,0.0,"5,353 (97.33%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_총수익_연결,1.0,147 (2.67%),0.00 ± 0.07,
missing__missingindicator_fe_유무형리스증가_자산,0.0,"5,353 (97.33%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_유무형리스증가_자산,1.0,147 (2.67%),0.00 ± 0.07,
missing__missingindicator_fe_영업이익_매출,0.0,"5,353 (97.33%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_영업이익_매출,1.0,147 (2.67%),0.00 ± 0.07,
missing__missingindicator_매출총이익손실_연결,0.0,"5,353 (97.33%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_매출총이익손실_연결,1.0,147 (2.67%),0.00 ± 0.07,
missing__missingindicator_fe_판관비율,0.0,"5,353 (97.33%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
missing__missingindicator_fe_판관비율,1.0,147 (2.67%),0.00 ± 0.07,
cat__Trucost산업_Textiles_ Apparel and Luxury Goods,0.0,"5,311 (96.56%)",-0.00 ± 0.06,"$T$=-1.18, $p$=0.24"
cat__Trucost산업_Textiles_ Apparel and Luxury Goods,1.0,189 (3.44%),0.00 ± 0.04,
num__매출채권_연결,Mean ± SD,-0.00 ± 0.98,-,"$r$=0.02, $p$=0.24"
num__매출총이익손실_연결,Mean ± SD,-0.01 ± 0.96,-,"$r$=-0.02, $p$=0.25"
cat__Scope2사업장간접자료출처_Estimate derived by applying revenue-based intensity factors to revenue data,0.0,"1,962 (35.67%)",-0.00 ± 0.06,"$T$=1.15, $p$=0.25"
cat__Scope2사업장간접자료출처_Estimate derived by applying revenue-based intensity factors to revenue data,1.0,"3,538 (64.33%)",-0.00 ± 0.06,
num__변동성,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.02, $p$=0.25"
num__비유동자산계_연결,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.02, $p$=0.26"
missing__missingindicator_비유동부채계_연결,0.0,"5,335 (97.00%)",-0.00 ± 0.06,"$T$=-1.12, $p$=0.26"
missing__missingindicator_비유동부채계_연결,1.0,165 (3.00%),0.00 ± 0.06,
cat__KSIC대분류_11차_C00000.제조업(10~34),0.0,"1,667 (30.31%)",-0.00 ± 0.07,"$T$=-1.11, $p$=0.27"
cat__KSIC대분류_11차_C00000.제조업(10~34),1.0,"3,833 (69.69%)",-0.00 ± 0.06,
cat__Trucost산업_Building Products,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-1.10, $p$=0.27"
cat__Trucost산업_Building Products,1.0,72 (1.31%),0.00 ± 0.04,
cat__KSIC소분류_11차_C21200.의약품 제조업,0.0,"5,131 (93.29%)",-0.00 ± 0.06,"$T$=1.09, $p$=0.28"
cat__KSIC소분류_11차_C21200.의약품 제조업,1.0,369 (6.71%),-0.00 ± 0.06,
cat__주식업종_KGS13P.운수창고,0.0,"5,392 (98.04%)",-0.00 ± 0.06,"$T$=-1.08, $p$=0.28"
cat__주식업종_KGS13P.운수창고,1.0,108 (1.96%),0.01 ± 0.07,
cat__기부금_출처_xml_table,0.0,"2,605 (47.36%)",-0.00 ± 0.06,"$T$=1.07, $p$=0.29"
cat__기부금_출처_xml_table,1.0,"2,895 (52.64%)",-0.00 ± 0.06,
num__사회등급__lag1,Mean ± SD,0.01 ± 0.86,-,"$r$=0.01, $p$=0.29"
num__노동생산성__diff1,Mean ± SD,0.03 ± 0.66,-,"$r$=-0.01, $p$=0.29"
cat__Scope2사업장간접보고추정구분_추정치,0.0,"1,951 (35.47%)",-0.00 ± 0.06,"$T$=1.06, $p$=0.29"
cat__Scope2사업장간접보고추정구분_추정치,1.0,"3,549 (64.53%)",-0.00 ± 0.06,
cat__Trucost산업_Health Care Equipment and Supplies,0.0,"5,365 (97.55%)",-0.00 ± 0.06,"$T$=1.05, $p$=0.29"
cat__Trucost산업_Health Care Equipment and Supplies,1.0,135 (2.45%),-0.01 ± 0.07,
cat__Trucost산업_Biotechnology,0.0,"5,401 (98.20%)",-0.00 ± 0.06,"$T$=1.03, $p$=0.31"
cat__Trucost산업_Biotechnology,1.0,99 (1.80%),-0.01 ± 0.10,
missing__missingindicator_매출채권_연결,0.0,"5,344 (97.16%)",-0.00 ± 0.06,"$T$=-1.03, $p$=0.31"
missing__missingindicator_매출채권_연결,1.0,156 (2.84%),0.00 ± 0.07,
num__fe_Scope3_매출집약도__lag1,Mean ± SD,-0.01 ± 0.99,-,"$r$=0.01, $p$=0.32"
num__fe_유무형리스증가_자산,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.01, $p$=0.32"
cat__주식업종_KGS02P.섬유_의복,0.0,"5,410 (98.36%)",-0.00 ± 0.06,"$T$=-0.99, $p$=0.32"
cat__주식업종_KGS02P.섬유_의복,1.0,90 (1.64%),0.00 ± 0.04,
missing__missingindicator_이자수익_연결,0.0,"5,347 (97.22%)",-0.00 ± 0.06,"$T$=-0.97, $p$=0.33"
missing__missingindicator_이자수익_연결,1.0,153 (2.78%),0.00 ± 0.06,
num__fe_배출권_잠재탄소비용_원__diff1,Mean ± SD,-0.00 ± 0.33,-,"$r$=-0.01, $p$=0.33"
cat__주식업종_QGS16P.기계·장비,0.0,"5,177 (94.13%)",-0.00 ± 0.06,"$T$=0.97, $p$=0.34"
cat__주식업종_QGS16P.기계·장비,1.0,323 (5.87%),-0.01 ± 0.08,
cat__KSIC세분류_11차_G46800.상품 종합 도매업,0.0,"5,419 (98.53%)",-0.00 ± 0.06,"$T$=-0.97, $p$=0.34"
cat__KSIC세분류_11차_G46800.상품 종합 도매업,1.0,81 (1.47%),0.00 ± 0.04,
cat__KSIC소분류_11차_G46800.상품 종합 도매업,0.0,"5,419 (98.53%)",-0.00 ± 0.06,"$T$=-0.97, $p$=0.34"
cat__KSIC소분류_11차_G46800.상품 종합 도매업,1.0,81 (1.47%),0.00 ± 0.04,
num__자산총계_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.01, $p$=0.34"
cat__KSIC소분류_11차_C22200.플라스틱 제품 제조업,0.0,"5,401 (98.20%)",-0.00 ± 0.06,"$T$=-0.95, $p$=0.34"
cat__KSIC소분류_11차_C22200.플라스틱 제품 제조업,1.0,99 (1.80%),0.00 ± 0.04,
cat__주식업종_KGS03P.종이_목재,0.0,"5,437 (98.85%)",-0.00 ± 0.06,"$T$=-0.94, $p$=0.35"
cat__주식업종_KGS03P.종이_목재,1.0,63 (1.15%),0.00 ± 0.04,
num__fe_시장지배력__diff1,Mean ± SD,-0.00 ± 0.07,-,"$r$=-0.01, $p$=0.36"
num__유무형리스자산의증가_연결,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.01, $p$=0.36"
num__fe_배출권_부족량,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.01, $p$=0.36"
cat__Trucost산업_Machinery,0.0,"5,285 (96.09%)",-0.00 ± 0.06,"$T$=-0.92, $p$=0.36"
cat__Trucost산업_Machinery,1.0,215 (3.91%),0.00 ± 0.06,
num__연간급여총액,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.01, $p$=0.36"
cat__KSIC세분류_11차_C29270.반도체 및 디스플레이 제조용 기계 제조업,0.0,"5,276 (95.93%)",-0.00 ± 0.06,"$T$=0.90, $p$=0.37"
cat__KSIC세분류_11차_C29270.반도체 및 디스플레이 제조용 기계 제조업,1.0,224 (4.07%),-0.01 ± 0.09,
cat__Trucost산업_Chemicals,0.0,"5,085 (92.45%)",-0.00 ± 0.06,"$T$=0.90, $p$=0.37"
cat__Trucost산업_Chemicals,1.0,415 (7.55%),-0.00 ± 0.05,
cat__NICS산업분류_N25501.판매업체,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.90, $p$=0.37"
cat__NICS산업분류_N25501.판매업체,1.0,72 (1.31%),0.00 ± 0.03,
num__배출권_추가할당량,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.01, $p$=0.37"
cat__Trucost산업_Construction and Engineering,0.0,"5,322 (96.76%)",-0.00 ± 0.06,"$T$=-0.90, $p$=0.37"
cat__Trucost산업_Construction and Engineering,1.0,178 (3.24%),0.00 ± 0.04,
num__fe_Scope3_매출집약도,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.01, $p$=0.37"
cat__주식업종_QGS15P.금속,0.0,"5,392 (98.04%)",-0.00 ± 0.06,"$T$=-0.89, $p$=0.38"
cat__주식업종_QGS15P.금속,1.0,108 (1.96%),0.00 ± 0.05,
cat__KSIC소분류_11차_C27100.의료용 기기 제조업,0.0,"5,383 (97.87%)",-0.00 ± 0.06,"$T$=0.88, $p$=0.38"
cat__KSIC소분류_11차_C27100.의료용 기기 제조업,1.0,117 (2.13%),-0.01 ± 0.08,
num__유형자산_투자부동산감가상각비_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.01, $p$=0.38"
cat__NICS산업분류_N25101.자동차 부품,0.0,"5,266 (95.75%)",-0.00 ± 0.06,"$T$=-0.87, $p$=0.39"
cat__NICS산업분류_N25101.자동차 부품,1.0,234 (4.25%),0.00 ± 0.04,
cat__KSIC소분류_11차_C29100.일반 목적용 기계 제조업,0.0,"5,410 (98.36%)",-0.00 ± 0.06,"$T$=-0.87, $p$=0.39"
cat__KSIC소분류_11차_C29100.일반 목적용 기계 제조업,1.0,90 (1.64%),0.00 ± 0.05,
cat__KSIC소분류_11차_C29200.특수 목적용 기계 제조업,0.0,"5,178 (94.15%)",-0.00 ± 0.06,"$T$=0.87, $p$=0.39"
cat__KSIC소분류_11차_C29200.특수 목적용 기계 제조업,1.0,322 (5.85%),-0.01 ± 0.08,
cat__주식업종_QGS33P.제약,0.0,"5,230 (95.09%)",-0.00 ± 0.06,"$T$=0.87, $p$=0.39"
cat__주식업종_QGS33P.제약,1.0,270 (4.91%),-0.01 ± 0.08,
num__fe_signed_log1p_자산총계_연결,Mean ± SD,-0.00 ± 0.98,-,"$r$=0.01, $p$=0.39"
num__평균시가총액,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.01, $p$=0.39"
num__평균시가총액_보통주우선주,Mean ± SD,-0.00 ± 0.99,-,"$r$=-0.01, $p$=0.41"
cat__Scope1자료출처_Value derived from data provided in CDP,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=0.83, $p$=0.41"
cat__Scope1자료출처_Value derived from data provided in CDP,1.0,72 (1.31%),-0.01 ± 0.06,
num__수익_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.01, $p$=0.41"
num__매출채권회전율,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.01, $p$=0.41"
cat__KSIC중분류_11차_C21000.의료용 물질 및 의약품 제조업,0.0,"4,978 (90.51%)",-0.00 ± 0.06,"$T$=0.81, $p$=0.42"
cat__KSIC중분류_11차_C21000.의료용 물질 및 의약품 제조업,1.0,522 (9.49%),-0.00 ± 0.07,
missing__missingindicator_종업원1인당인건비,0.0,"1,783 (32.42%)",-0.00 ± 0.06,"$T$=-0.81, $p$=0.42"
missing__missingindicator_종업원1인당인건비,1.0,"3,717 (67.58%)",-0.00 ± 0.06,
missing__missingindicator_부가가치(종업원1인당),0.0,"1,885 (34.27%)",-0.00 ± 0.06,"$T$=-0.81, $p$=0.42"
missing__missingindicator_부가가치(종업원1인당),1.0,"3,615 (65.73%)",-0.00 ± 0.06,
num__총수익_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.01, $p$=0.42"
num__영업활동으로인한현금흐름_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=-0.01, $p$=0.42"
num__총매출_백만USD,Mean ± SD,-0.01 ± 0.96,-,"$r$=0.01, $p$=0.43"
missing__missingindicator_fe_재고자산비중,0.0,"5,169 (93.98%)",-0.00 ± 0.06,"$T$=-0.79, $p$=0.43"
missing__missingindicator_fe_재고자산비중,1.0,331 (6.02%),0.00 ± 0.07,
missing__missingindicator_재고자산계_연결,0.0,"5,169 (93.98%)",-0.00 ± 0.06,"$T$=-0.79, $p$=0.43"
missing__missingindicator_재고자산계_연결,1.0,331 (6.02%),0.00 ± 0.07,
num__fe_배출권_할당충족률,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.01, $p$=0.43"
missing__missingindicator_무형자산상각비_연결,0.0,"5,180 (94.18%)",-0.00 ± 0.06,"$T$=-0.78, $p$=0.44"
missing__missingindicator_무형자산상각비_연결,1.0,320 (5.82%),0.00 ± 0.06,
missing__missingindicator_fe_감가상각부담,0.0,"5,180 (94.18%)",-0.00 ± 0.06,"$T$=-0.78, $p$=0.44"
missing__missingindicator_fe_감가상각부담,1.0,320 (5.82%),0.00 ± 0.06,
num__판매비와관리비_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.01, $p$=0.45"
missing__missingindicator_재고자산회전율2,0.0,"5,285 (96.09%)",-0.00 ± 0.06,"$T$=-0.74, $p$=0.46"
missing__missingindicator_재고자산회전율2,1.0,215 (3.91%),0.00 ± 0.08,
cat__KSIC중분류_11차_C14000.의복_ 의복 액세서리 및 모피제품 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.73, $p$=0.47"
cat__KSIC중분류_11차_C14000.의복_ 의복 액세서리 및 모피제품 제조업,1.0,72 (1.31%),0.00 ± 0.04,
cat__KSIC소분류_11차_C14100.봉제의복 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.73, $p$=0.47"
cat__KSIC소분류_11차_C14100.봉제의복 제조업,1.0,72 (1.31%),0.00 ± 0.04,
num__재고자산회전율2,Mean ± SD,-0.00 ± 0.98,-,"$r$=-0.01, $p$=0.47"
num__무형자산계_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.01, $p$=0.47"
num__fe_재고자산비중__diff1,Mean ± SD,0.02 ± 0.37,-,"$r$=-0.01, $p$=0.48"
missing__missingindicator_이자비용_연결,0.0,"5,224 (94.98%)",-0.00 ± 0.06,"$T$=-0.71, $p$=0.48"
missing__missingindicator_이자비용_연결,1.0,276 (5.02%),0.00 ± 0.07,
num__fe_배출권_부족여부,-0.3340063268174458,"4,948 (89.96%)",-0.00 ± 0.06,"$T$=-0.71, $p$=0.48"
num__fe_배출권_부족여부,2.9939552628491337,552 (10.04%),-0.00 ± 0.05,
cat__KSIC중분류_11차_C17000.펄프_ 종이 및 종이제품 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.70, $p$=0.49"
cat__KSIC중분류_11차_C17000.펄프_ 종이 및 종이제품 제조업,1.0,72 (1.31%),0.00 ± 0.05,
cat__Trucost산업_Paper and Forest Products,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.69, $p$=0.49"
cat__Trucost산업_Paper and Forest Products,1.0,72 (1.31%),0.00 ± 0.04,
cat__Trucost산업_Semiconductors and Semiconductor Equipment,0.0,"4,953 (90.05%)",-0.00 ± 0.06,"$T$=0.67, $p$=0.50"
cat__Trucost산업_Semiconductors and Semiconductor Equipment,1.0,547 (9.95%),-0.00 ± 0.08,
num__유동자산계_연결,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.01, $p$=0.50"
cat__KSIC소분류_11차_C20100.기초 화학물질 제조업,0.0,"5,305 (96.45%)",-0.00 ± 0.06,"$T$=0.67, $p$=0.50"
cat__KSIC소분류_11차_C20100.기초 화학물질 제조업,1.0,195 (3.55%),-0.00 ± 0.05,
cat__KSIC세분류_11차_C20120.기초 무기화학 물질 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=0.65, $p$=0.52"
cat__KSIC세분류_11차_C20120.기초 무기화학 물질 제조업,1.0,72 (1.31%),-0.01 ± 0.05,
num__fe_배출권_잠재탄소비용_원,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.01, $p$=0.52"
cat__KSIC중분류_11차_F41000.종합 건설업,0.0,"5,394 (98.07%)",-0.00 ± 0.06,"$T$=-0.65, $p$=0.52"
cat__KSIC중분류_11차_F41000.종합 건설업,1.0,106 (1.93%),0.00 ± 0.04,
num__fe_Scope3_매출집약도__diff1,Mean ± SD,0.00 ± 0.29,-,"$r$=-0.01, $p$=0.52"
num__현금및현금성자산_연결,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.01, $p$=0.52"
cat__Scope1자료출처_Value summed up from data provided in Environmental/CSR,0.0,"5,440 (98.91%)",-0.00 ± 0.06,"$T$=0.64, $p$=0.52"
cat__Scope1자료출처_Value summed up from data provided in Environmental/CSR,1.0,60 (1.09%),-0.01 ± 0.08,
missing__missingindicator_지배구조등급,0.0,"3,113 (56.60%)",-0.00 ± 0.05,"$T$=0.63, $p$=0.53"
missing__missingindicator_지배구조등급,1.0,"2,387 (43.40%)",-0.00 ± 0.07,
cat__Trucost산업_Communications Equipment,0.0,"5,419 (98.53%)",-0.00 ± 0.06,"$T$=0.63, $p$=0.53"
cat__Trucost산업_Communications Equipment,1.0,81 (1.47%),-0.01 ± 0.06,
cat__NICS산업분류_N15105.종이와 임산물,0.0,"5,437 (98.85%)",-0.00 ± 0.06,"$T$=-0.63, $p$=0.53"
cat__NICS산업분류_N15105.종이와 임산물,1.0,63 (1.15%),0.00 ± 0.05,
cat__NICS산업분류_N15104.금속과 채광,0.0,"5,221 (94.93%)",-0.00 ± 0.06,"$T$=-0.61, $p$=0.54"
cat__NICS산업분류_N15104.금속과 채광,1.0,279 (5.07%),-0.00 ± 0.05,
cat__KSIC중분류_11차_C22000.고무 및 플라스틱제품 제조업,0.0,"5,356 (97.38%)",-0.00 ± 0.06,"$T$=-0.61, $p$=0.54"
cat__KSIC중분류_11차_C22000.고무 및 플라스틱제품 제조업,1.0,144 (2.62%),0.00 ± 0.04,
cat__KSIC세분류_11차_C20490.그 외 기타 화학제품 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.60, $p$=0.55"
cat__KSIC세분류_11차_C20490.그 외 기타 화학제품 제조업,1.0,72 (1.31%),0.00 ± 0.06,
cat__KSIC대분류_11차_F00000.건설업(41~42),0.0,"5,322 (96.76%)",-0.00 ± 0.06,"$T$=-0.59, $p$=0.56"
cat__KSIC대분류_11차_F00000.건설업(41~42),1.0,178 (3.24%),-0.00 ± 0.04,
cat__NICS산업분류_N35101.헬스케어 장비와 용품,0.0,"5,365 (97.55%)",-0.00 ± 0.06,"$T$=0.57, $p$=0.57"
cat__NICS산업분류_N35101.헬스케어 장비와 용품,1.0,135 (2.45%),-0.01 ± 0.07,
cat__KSIC세분류_11차_C30390.자동차용 기타 신품 부품 제조업,0.0,"5,401 (98.20%)",-0.00 ± 0.06,"$T$=-0.57, $p$=0.57"
cat__KSIC세분류_11차_C30390.자동차용 기타 신품 부품 제조업,1.0,99 (1.80%),0.00 ± 0.04,
cat__KSIC대분류_11차_M00000.전문_ 과학 및 기술 서비스업(70~73),0.0,"5,365 (97.55%)",-0.00 ± 0.06,"$T$=0.57, $p$=0.57"
cat__KSIC대분류_11차_M00000.전문_ 과학 및 기술 서비스업(70~73),1.0,135 (2.45%),-0.00 ± 0.06,
missing__missingindicator_노동소득분배율,0.0,"1,781 (32.38%)",-0.00 ± 0.06,"$T$=-0.56, $p$=0.58"
missing__missingindicator_노동소득분배율,1.0,"3,719 (67.62%)",-0.00 ± 0.06,
missing__missingindicator_노동생산성,0.0,"1,778 (32.33%)",-0.00 ± 0.06,"$T$=-0.55, $p$=0.58"
missing__missingindicator_노동생산성,1.0,"3,722 (67.67%)",-0.00 ± 0.06,
cat__주식업종_QGS17P.일반전기전자,0.0,"5,024 (91.35%)",-0.00 ± 0.06,"$T$=-0.54, $p$=0.59"
cat__주식업종_QGS17P.일반전기전자,1.0,476 (8.65%),-0.00 ± 0.06,
cat__Trucost산업_Pharmaceuticals,0.0,"5,140 (93.45%)",-0.00 ± 0.06,"$T$=0.53, $p$=0.60"
cat__Trucost산업_Pharmaceuticals,1.0,360 (6.55%),-0.00 ± 0.05,
cat__KSIC중분류_11차_C29000.기타 기계 및 장비 제조업,0.0,"5,088 (92.51%)",-0.00 ± 0.06,"$T$=0.52, $p$=0.60"
cat__KSIC중분류_11차_C29000.기타 기계 및 장비 제조업,1.0,412 (7.49%),-0.00 ± 0.07,
cat__KSIC소분류_11차_C24200.1차 비철금속 제조업,0.0,"5,437 (98.85%)",-0.00 ± 0.06,"$T$=-0.51, $p$=0.61"
cat__KSIC소분류_11차_C24200.1차 비철금속 제조업,1.0,63 (1.15%),-0.00 ± 0.02,
num__기부금_원,Mean ± SD,-0.03 ± 0.70,-,"$r$=0.01, $p$=0.62"
cat__NICS산업분류_N35200.제약_ 생명공학 및 생명과학,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.50, $p$=0.62"
cat__NICS산업분류_N35200.제약_ 생명공학 및 생명과학,1.0,72 (1.31%),0.00 ± 0.05,
cat__Trucost산업_Electrical Equipment,0.0,"5,368 (97.60%)",-0.00 ± 0.06,"$T$=-0.49, $p$=0.62"
cat__Trucost산업_Electrical Equipment,1.0,132 (2.40%),0.00 ± 0.05,
num__이자수익_연결,Mean ± SD,-0.00 ± 0.98,-,"$r$=0.01, $p$=0.63"
cat__Trucost산업_Construction Materials,0.0,"5,412 (98.40%)",-0.00 ± 0.06,"$T$=-0.48, $p$=0.63"
cat__Trucost산업_Construction Materials,1.0,88 (1.60%),0.00 ± 0.04,
num__종업원1인당인건비,Mean ± SD,-0.04 ± 0.71,-,"$r$=0.01, $p$=0.64"
cat__NICS산업분류_N45301.반도체 및 반도체장비,0.0,"5,123 (93.15%)",-0.00 ± 0.06,"$T$=0.47, $p$=0.64"
cat__NICS산업분류_N45301.반도체 및 반도체장비,1.0,377 (6.85%),-0.00 ± 0.07,
cat__KSIC소분류_11차_C26400.통신 및 방송장비 제조업,0.0,"5,365 (97.55%)",-0.00 ± 0.06,"$T$=-0.47, $p$=0.64"
cat__KSIC소분류_11차_C26400.통신 및 방송장비 제조업,1.0,135 (2.45%),0.00 ± 0.06,
cat__주식업종_KGS12P.건설업,0.0,"5,385 (97.91%)",-0.00 ± 0.06,"$T$=-0.47, $p$=0.64"
cat__주식업종_KGS12P.건설업,1.0,115 (2.09%),0.00 ± 0.04,
cat__Scope2사업장간접자료출처_Value derived from data provided in Environmental/CSR,0.0,"5,176 (94.11%)",-0.00 ± 0.06,"$T$=0.46, $p$=0.64"
cat__Scope2사업장간접자료출처_Value derived from data provided in Environmental/CSR,1.0,324 (5.89%),-0.00 ± 0.05,
missing__missingindicator_매출원가_연결,0.0,"5,243 (95.33%)",-0.00 ± 0.06,"$T$=-0.46, $p$=0.64"
missing__missingindicator_매출원가_연결,1.0,257 (4.67%),0.00 ± 0.07,
missing__missingindicator_KSIC중분류_EBITDA대매출액,0.0,"3,684 (66.98%)",-0.00 ± 0.06,"$T$=-0.46, $p$=0.65"
missing__missingindicator_KSIC중분류_EBITDA대매출액,1.0,"1,816 (33.02%)",-0.00 ± 0.06,
missing__missingindicator_KSIC대분류_EBITDA대매출액,0.0,"3,684 (66.98%)",-0.00 ± 0.06,"$T$=-0.46, $p$=0.65"
missing__missingindicator_KSIC대분류_EBITDA대매출액,1.0,"1,816 (33.02%)",-0.00 ± 0.06,
