Feature,Rank_Total,DirectionPearson_Total,DirectionSpearman_Total,"Rank_저소득(<$5,238)","DirectionPearson_저소득(<$5,238)","DirectionSpearman_저소득(<$5,238)","Rank_중소득($5,238~$30,985)","DirectionPearson_중소득($5,238~$30,985)","DirectionSpearman_중소득($5,238~$30,985)","Rank_고소득(>$30,985)","DirectionPearson_고소득(>$30,985)","DirectionSpearman_고소득(>$30,985)"
조치대상국_1인당_GDP,17,0.799559848839178,0.8416819450241807,14,0.1896212589129285,0.2773012585826702,26,0.7215046068779565,0.534378085551956,12,0.14520642353923852,0.06125882085154021
반덤핑_관세율,18,-0.4349293996888642,-0.6372792755734411,18,-0.4671148419254594,-0.6021121174816628,17,-0.45636352996521257,-0.6633901342986744,20,-0.2877698724076002,-0.6331630565535996
동일_HS6에_대한_미국_AD_조치_대상국_수,19,0.7190655737420256,0.7390690667103174,16,0.7465689065602608,0.7380999225651717,18,0.6862680652875334,0.6818201593649594,23,0.7400673374614326,0.7720569124991967
원·달러_환율_변화율,20,-0.6210998769390491,-0.6973246011095374,20,-0.6549828354629804,-0.7526557937407582,19,-0.6533291609445253,-0.7177495705431676,18,-0.5790716877561372,-0.632792819105533
수입_발생_월수_-_조치_전_12개월,21,-0.5061518676397063,-0.43969986609360057,21,-0.44068958104047595,-0.3119211344182887,20,-0.5259376520863874,-0.5326385018465251,15,-0.530590291761803,-0.39966287106411824
한국_수출_증가율,22,-0.18861506673543849,-0.15313582389875935,22,-0.4706541080145204,-0.37504724336866313,22,-0.0608440768780338,-0.14215703135251734,24,-0.019398250858184016,0.09920294147945556
수출_발생_월수_-_조치_후_3개월,23,-0.8845174744358376,-0.7860453979410041,25,-0.8834617327235051,-0.8113636153773894,25,-0.8708339083786708,-0.692611310815492,22,-0.896118581538123,-0.8452071818185997
브렌트_원유_가격,24,-0.5002361503787649,-0.6571537100909725,24,-0.5231823593846973,-0.6220240825383448,21,-0.47397390484417257,-0.721288617135455,31,-0.4946862572735891,-0.5395565398582287
inv_cty,25,-0.44749134781165584,-0.5769674973968539,23,-0.4880020822405561,-0.5485721059239282,24,-0.7907127504599415,-0.7690072703491262,26,0.04363378294496131,-0.3817393542805163
수입_중량_급증률_3개월,26,0.11947615893802775,-0.3458181162839365,27,0.22053146836109674,-0.33050450557115174,23,0.0342512910014535,-0.30113978921226287,25,0.0959713026137354,-0.3673159102678295
조치대상국_통화의_원화_환율_변화율,27,0.3814805193539016,0.8215281311943871,26,0.4735164431472596,0.8090842484301267,27,0.5214177542659156,0.8523258706618234,27,0.39125999216911894,0.7641902268169943
조치대상국-한국_간_인구가중_거리,28,0.6474123839230358,0.608453228669203,33,0.7642748217362736,0.3520148096147039,28,0.7664882792561861,0.6214001874578567,21,0.43397376878054783,0.6719747689521004
iso2,29,-0.6440943359299091,-0.7059975756134544,30,-0.5461169212810907,-0.5582090980172193,30,-0.7888639346603774,-0.7534567045658846,29,-0.6671257223514127,-0.7089619583554755
조치대상국발_한국_HS6_수입_집중도,30,-0.5664804083787764,-0.7632926416538651,29,-0.5208212860159113,-0.7153824861147539,29,-0.6107574743303826,-0.7777331158829774,30,-0.5307862515568424,-0.7312150001104984
조치대상국의_대미_UN_투표_일치율,31,0.3434380901316234,0.6801618532824599,32,-0.21312692056477678,0.032952756684842044,36,0.6740757176941278,0.7194510546390195,19,0.6586659127811157,0.7376758768861505
한국_GDP_성장률,32,-0.7444815788554999,-0.8826276898665578,28,-0.7349650309388704,-0.8091536120183785,32,-0.7597900783102245,-0.894747012954052,35,-0.7127993790995863,-0.830143873616736
조치대상국의_대미_무역수지,33,0.10977949700360427,0.4019476994784261,36,-0.4531755324094815,-0.22459322182330624,33,0.1907080377337086,0.46065749848677917,32,0.667100551263881,0.7048265742206896
글로벌_HS6_수출_규모,34,0.2583768842273104,-0.39544852378466855,34,0.2521517292495033,-0.4049778907065925,31,0.2954930197616178,-0.37905521360137945,38,0.07656142688582292,-0.43198102917358805
미국_GDP_성장률,35,0.31266227142500314,-0.16554644459807086,31,0.20741166587501533,-0.15342011887935814,34,0.37610908702991014,-0.05764852953071136,41,0.3823242781642066,-0.22295336808960708
수출_발생_월수_-_조치_후_12개월,36,-0.05698887207910698,-0.024445714367147688,37,-0.0064805899244734155,0.04872429268152968,37,-0.1440490473751447,-0.13812128924610517,33,-0.005161250976767322,0.06368681564042775
한국_제조업_생산_증가율,37,-0.2453646714537562,-0.5499268813952685,35,-0.2631545940191145,-0.45466962805686323,35,-0.19309893786081656,-0.5570991442462163,43,-0.295355704541351,-0.6363438180074878
수출_발생_월수_-_조치_전_6개월,38,-0.14461614172909668,-0.18455513852360053,38,-0.11241739197961158,-0.10820829651713268,38,-0.14623031916958362,-0.25539742035164265,36,-0.16212598147831314,-0.17182526355289832
미국의_연간_반덤핑_조치_건수,39,-0.5052105327260633,-0.6388129388645557,39,-0.47118599846769016,-0.6139166537940494,40,-0.4871286363415522,-0.6065068073532144,40,-0.5680196763140759,-0.6690381516464698
해당_HS6_최초_AD_조치_이후_경과_연수,40,0.2913087990924698,0.2720188990492596,41,0.4642048619905391,0.20765841016180858,39,0.4628837012796062,0.43919221668243846,37,-0.040118084866848286,0.048662993236445753
HS_챕터,41,0.23323791916126071,0.467284785622024,42,0.2757274364910256,0.45984349659978885,41,0.23431526213270065,0.5206477334047128,39,0.2094139254980501,0.36908806354243706
수입_발생_월수_-_조치_후_6개월,42,0.3327488880046683,0.3595514851796393,40,0.3830798160511228,0.4366641052457287,42,0.332463404716452,0.3688930221015645,42,0.2679757447105262,0.20613204537920327
조치대상국-미국_간_인구가중_거리,43,0.6995037714022079,0.7838239752899613,46,0.6734709089578493,0.6877847445077138,44,0.71626957525468,0.7921094097399592,34,0.5792518883027704,0.7494496904790525
수출_발생_월수_-_조치_전_3개월,44,-0.06894374550327748,-0.0968332644062551,43,0.03097721868468176,0.04203999203789138,43,-0.1166327410238934,-0.13851289010377912,46,-0.13688933267921108,-0.2258055054570888
수입_발생_월수_-_조치_전_6개월,45,0.356623895140673,0.33964781732377,45,0.34031584133894455,0.2251605264335085,45,0.37849531242976053,0.4591122908791979,44,0.30069386214147714,0.19699977962872448
수입_발생_월수_-_조치_전_3개월,46,-0.6193860837533398,-0.6674080707983161,44,-0.5657236202195756,-0.6592720767790455,46,-0.6438567222030518,-0.6579514596708764,45,-0.6499806933110073,-0.6936657203314911
중국_GDP_성장률,47,-0.5329133679411856,-0.26678092209296506,47,-0.5617456166703371,-0.47385738885829515,47,-0.5609461363927443,-0.23084131343638484,47,-0.38880114558610274,-0.09775759665920797
반덤핑_조치_시행_이후_경과_월수,48,0.04196248106611206,0.008874791114517526,48,-0.03220265099706936,0.042061735993229835,48,-0.006693138276366289,-0.16423137581735184,48,0.17292827224642765,0.11251477968866032
p_ad_yyyymm,49,0.6130504277075194,0.7399963960928618,49,0.665300995178049,0.737505300695471,49,0.6112252206419964,0.7030960598266791,50,0.5088587199414053,0.6934664161567864
수입_발생_월수_-_조치_후_3개월,50,0.5425152113656474,0.6560927572809603,50,0.5255373970074183,0.6303152492931632,51,0.48959788702451723,0.6785840563319101,49,0.6181697766697638,0.602360647352251
반덤핑_조사_소요_기간,51,0.27189407380576214,0.29154667948620283,51,0.18913014943471232,0.24064656951337324,50,0.4054761200469916,0.36636300545612016,52,0.6951692954104225,0.19249720907915602
반덤핑_조치_부과_연도,52,0.2607814469083552,0.1852060096156109,52,0.4198670086164759,0.25807465156795095,52,0.3603636692667675,0.46451243967101574,51,0.023987140636569353,-0.10908972973390971
